Package Name,Source,Declared Install-time,Declared Runtime,Droidbot Install-time,Droidbot Runtime,(0) Install-time Normal,(1) IND,(0) Runtime Normal,(1) RND,(2) NR,(3) RNDNR,(1) IND Permissions,(1) RND Permissions,(2) NR Permissions,(3) RNDNR Permissions,MinVersion,TargetVersion
com.klook,360,11,5,10,3,6,4,1,0,1,1,"['GET_TASKS', 'CHANGE_WIFI_STATE', 'BLUETOOTH_ADMIN', 'ACCESS_LOCATION_EXTRA_COMMANDS']",,['ACCESS_COARSE_LOCATION'],['READ_PHONE_STATE'],21,31
com.kuaikan.comic,360,20,9,18,1,18,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.kugou.shiqutouch,360,18,12,8,2,8,0,2,0,0,0,,,,,-1,-1
com.lanjingren.ivwen,360,21,12,8,1,8,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.lemon.faceu,360,18,6,6,2,5,1,0,0,1,1,['GET_TASKS'],,['CAMERA'],['READ_PHONE_STATE'],-1,-1
com.lezhi.meitubao,360,9,5,4,1,3,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.lianaibiji.dev,360,24,8,20,1,20,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.lj.ljshell,360,14,8,1,0,1,0,0,0,0,0,,,,,-1,-1
com.luojilab.player,360,20,7,6,1,6,0,1,0,0,0,,,,,-1,-1
com.mayi.android.shortrent,360,19,7,4,0,4,0,0,0,0,0,,,,,-1,-1
com.meitu.meiyancamera,360,17,8,5,2,5,0,1,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.meituan.phoenix,360,18,7,6,0,6,0,0,0,0,0,,,,,-1,-1
com.meta.box,360,58,10,53,1,53,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.mfw.roadbook,360,17,8,8,3,7,1,1,0,2,0,['BLUETOOTH_ADMIN'],,"['READ_PHONE_STATE', 'ACCESS_COARSE_LOCATION']",,-1,-1
com.mianfeizs.book,360,20,7,17,1,17,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.mobbanana.sll.wbyz.qihoo,360,13,6,10,1,10,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.MobileTicket,360,11,7,7,1,6,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.moji.mjweather,360,24,7,12,3,12,0,2,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.mt.mtxx.mtxx,360,19,9,6,3,6,0,1,0,2,0,,,"['READ_PHONE_STATE', 'CAMERA']",,-1,-1
com.myzaker.ZAKER_Phone,360,15,5,5,1,5,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.nd.android.pandareader,360,17,3,14,1,14,0,1,0,0,0,,,,,-1,-1
com.netease.moba.qihoo,360,16,10,7,1,7,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.ophone.reader.ui,360,16,4,7,1,7,0,1,0,0,0,,,,,-1,-1
com.perfectworld.chengjia,360,13,5,4,0,4,0,0,0,0,0,,,,,-1,-1
com.picsart.editor,360,12,4,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.pplive.androidphone.sport,360,19,9,16,1,16,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.qidian.QDReader,360,24,7,8,0,8,0,0,0,0,0,,,,,-1,-1
com.qihoo.appstore,360,65,21,64,3,64,0,2,0,1,0,,,['ACCESS_COARSE_LOCATION'],,-1,-1
com.qk.qingka,360,15,5,8,1,8,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.ruanyiit.facefusion,360,5,6,2,0,2,0,0,0,0,0,,,,,-1,-1
com.ruguoapp.jike,360,13,7,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.screeclibinvoke,360,19,4,6,1,6,0,0,0,1,0,,,['RECORD_AUDIO'],,-1,-1
com.shengfeng.shopee2,360,9,5,8,1,8,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.shipoplayer.jnjeqy,360,9,4,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.shuge.fitness,360,5,6,2,0,2,0,0,0,0,0,,,,,-1,-1
com.sing.client,360,24,6,7,0,7,0,0,0,0,0,,,,,-1,-1
com.speedsoftware.rootexplorer,360,5,5,4,1,2,2,0,0,1,0,"['BLUETOOTH', 'GET_TASKS']",,['READ_PHONE_STATE'],,-1,-1
com.ss.android.article.news,360,23,11,5,0,5,0,0,0,0,0,,,,,-1,-1
com.ss.android.article.video,360,22,10,8,2,8,0,2,0,0,0,,,,,-1,-1
com.ss.android.auto,360,24,10,8,3,8,0,2,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.sup.android.superb,360,21,9,4,1,4,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.supercell.clashroyale.qihoo,360,13,6,3,0,3,0,0,0,0,0,,,,,-1,-1
com.taobao.etao,360,21,9,1,0,1,0,0,0,0,0,,,,,-1,-1
com.taobao.taobao,360,23,10,9,0,9,0,0,0,0,0,,,,,-1,-1
com.tencent.fiftyone.yc,360,7,2,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.tencent.gallerymanager,360,22,3,4,0,4,0,0,0,0,0,,,,,-1,-1
com.tencent.gwgo,360,16,5,4,0,4,0,0,0,0,0,,,,,-1,-1
com.tencent.pao,360,14,3,5,1,5,0,1,0,0,0,,,,,-1,-1
com.tencent.tmgp.dscgsy,360,14,6,6,0,6,0,0,0,0,0,,,,,-1,-1
com.tencent.tmgp.wec,360,22,1,5,0,5,0,0,0,0,0,,,,,-1,-1
com.tencent.tmgp.wmsjjdb,360,19,5,5,0,5,0,0,0,0,0,,,,,-1,-1
com.tripadvisor.tripadvisor.daodao,360,12,7,3,0,1,2,0,0,0,0,"['RECEIVE_BOOT_COMPLETED', 'GET_TASKS']",,,,-1,-1
com.twx.lupingds,360,11,8,5,2,4,1,1,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.ustwo.monumentvalleyzz360,360,11,7,5,1,5,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.ustwo.monumentvalleyzz,360,3,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.wochacha,360,8,6,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.xiaomi.shop,360,23,11,7,3,5,2,2,0,1,0,"['GET_TASKS', 'ACCESS_LOCATION_EXTRA_COMMANDS']",,['READ_PHONE_STATE'],,-1,-1
com.xiaozhu.xzdz,360,14,8,0,0,0,0,0,0,0,0,,,,,-1,-1
com.ximalaya.ting.android,360,23,10,8,1,7,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.xingin.xhs,360,20,10,8,2,7,1,0,0,2,0,['GET_TASKS'],,"['READ_PHONE_STATE', 'ACCESS_COARSE_LOCATION']",,-1,-1
com.xtc.watch,360,24,10,7,0,7,0,0,0,0,0,,,,,-1,-1
com.yali.identify,360,7,5,2,1,2,0,1,0,0,0,,,,,-1,-1
com.yiban.app,360,17,6,6,0,6,0,0,0,0,0,,,,,-1,-1
com.yibasan.lizhifm,360,19,6,9,3,9,0,1,0,2,0,,,"['READ_PHONE_STATE', 'ACCESS_COARSE_LOCATION']",,-1,-1
com.youloft.calendar,360,27,9,0,0,0,0,0,0,0,0,,,,,-1,-1
com.yy.huanju,360,21,7,8,1,8,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.yyhd.happywolf,360,15,7,0,0,0,0,0,0,0,0,,,,,-1,-1
com.zhenai.android,360,18,7,6,1,5,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.ztgame.bigbang.app.hey,360,18,9,1,0,1,0,0,0,0,0,,,,,-1,-1
comm.cchong.BloodAssistant,360,14,7,6,1,6,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
fm.qingting.qtradio,360,14,11,8,1,6,2,0,0,1,0,"['GET_TASKS', 'BLUETOOTH']",,['READ_PHONE_STATE'],,-1,-1
gz.lifesense.weidong,360,19,15,9,1,9,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
Yalin1314521.wvh,360,12,10,5,2,5,0,1,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
ai.chat.pro.plus.smart.chatbot.ai.writing.tool,google_play,6,1,2,0,2,0,0,0,0,0,,,,,-1,-1
air.nn.mobile.app.main,google_play,10,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
app.babify.tracker,google_play,7,0,2,0,2,0,0,0,0,0,,,,,-1,-1
com.advancevoicerecorder.recordaudio,google_play,10,3,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.agoda.mobile.consumer,google_play,12,7,7,1,6,1,0,0,0,1,['GET_TASKS'],,,['READ_PHONE_STATE'],-1,-1
com.airvisual,google_play,16,5,4,0,4,0,0,0,0,0,,,,,-1,-1
com.AlexNaronov.LD,google_play,9,0,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.alltrails.alltrails,google_play,12,4,8,2,7,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.amila.parenting,google_play,10,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.anacc2362193621.OneDo,google_play,11,4,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.appli_ne.mirror,google_play,8,3,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.armutyus.ninova,google_play,5,1,2,0,2,0,0,0,0,0,,,,,-1,-1
com.babysparks.babysparks,google_play,12,6,4,0,4,0,0,0,0,0,,,,,-1,-1
com.binaryguilt.completemusicreadingtrainer,google_play,11,4,6,0,5,1,0,0,0,0,['DOWNLOAD_WITHOUT_NOTIFICATION'],,,,-1,-1
com.bluesignum.little_lighthouse,google_play,10,1,4,1,3,1,0,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
com.bunpoapp,google_play,11,3,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.callsifutwuser,google_play,10,6,4,0,4,0,0,0,0,0,,,,,-1,-1
com.cambly.cambly,google_play,12,5,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.cmoney.superdaytraderk,google_play,12,3,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.coupang.mobile.lightspeed,google_play,15,7,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.creedcps.creedcps,google_play,8,0,3,0,3,0,0,0,0,0,,,,,-1,-1
com.dailylife.communication,google_play,12,4,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.depop,google_play,12,9,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.devilinspired.application,google_play,8,6,5,0,5,0,0,0,0,0,,,,,-1,-1
com.DigiJello.PokerFantasy,google_play,10,3,4,0,4,0,0,0,0,0,,,,,-1,-1
com.downdogapp,google_play,8,0,4,0,3,1,0,0,0,0,['ACCESS_WIFI_STATE'],,,,-1,-1
com.eatthismuch,google_play,8,1,2,0,2,0,0,0,0,0,,,,,-1,-1
com.economist.lamarr,google_play,15,2,11,0,9,2,0,0,0,0,"['GET_TASKS', 'MODIFY_AUDIO_SETTINGS']",,,,-1,-1
com.elephantgames.csyhiddenobjects.googpremium,google_play,11,2,4,0,4,0,0,0,0,0,,,,,-1,-1
com.Fashion.Nail.Salon.Game.Manicure.And.Pedicure.App.Vex,google_play,7,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.fastfun.tetris,google_play,7,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.fbd.appstore.nb,google_play,10,3,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.fbd.letterwriting,google_play,10,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.feilong.zaitian,google_play,8,3,4,1,3,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.file.miner.recovery.maall,google_play,13,3,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.finch.finch,google_play,12,4,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.fitnow.loseit,google_play,13,5,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.flaps.coniberji,google_play,5,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.flaps.coniberlyetaga,google_play,5,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.foodient.whisk,google_play,9,5,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.foreo.foreoapp,google_play,10,5,6,2,5,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.freeletics.lite,google_play,14,4,5,0,5,0,0,0,0,0,,,,,-1,-1
com.game.dungeonsmowing.gp,google_play,6,5,5,1,4,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.getghostify,google_play,7,0,3,0,3,0,0,0,0,0,,,,,-1,-1
com.getskinbliss.skinbliss,google_play,17,4,5,0,5,0,0,0,0,0,,,,,-1,-1
com.getsomeheadspace.android,google_play,11,3,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.girls.novel,google_play,12,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.global.foodpanda.android,google_play,13,7,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.glority.picturebird,google_play,10,6,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.gonext.bluetoothpair,google_play,11,2,3,0,3,0,0,0,0,0,,,,,-1,-1
com.goodreads,google_play,10,4,3,0,3,0,0,0,0,0,,,,,-1,-1
com.goreadnovel,google_play,14,4,6,0,6,0,0,0,0,0,,,,,-1,-1
com.habitrpg.android.habitica,google_play,9,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.habits.todolist.plan.wish,google_play,11,5,3,0,2,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.headway.books,google_play,10,0,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.hsv.freeadblockerbrowser,google_play,27,8,10,1,9,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.huami.watch.hmwatchmanager,google_play,20,14,7,0,7,0,0,0,0,0,,,,,-1,-1
com.huckleberry_labs.app,google_play,9,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.infielight.microhabits,google_play,10,0,3,0,3,0,0,0,0,0,,,,,-1,-1
com.invaluable.invaluable,google_play,10,5,4,1,4,0,0,0,1,0,,,['CAMERA'],,-1,-1
com.isharing.isharing,google_play,21,9,5,0,5,0,0,0,0,0,,,,,-1,-1
com.jiliguala.intl,google_play,9,7,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.journey.app,google_play,15,5,7,1,7,0,1,0,0,0,,,,,-1,-1
com.jsk.bluetoothdevicewidget,google_play,11,2,3,0,3,0,0,0,0,0,,,,,-1,-1
com.king.candycrushsaga,google_play,11,0,2,0,2,0,0,0,0,0,,,,,-1,-1
com.king.farmheroessaga,google_play,10,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.klook,google_play,10,5,10,3,6,4,1,0,1,1,"['GET_TASKS', 'CHANGE_WIFI_STATE', 'BLUETOOTH_ADMIN', 'ACCESS_LOCATION_EXTRA_COMMANDS']",,['ACCESS_COARSE_LOCATION'],['READ_PHONE_STATE'],21,31
com.linecorp.foodcam.android,google_play,14,6,9,4,9,0,4,0,0,0,,,,,-1,-1
com.lunamobiletw.novastar,google_play,11,2,4,0,4,0,0,0,0,0,,,,,-1,-1
com.mastertool.super.cleanapp,google_play,12,4,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.meitu.makeup,google_play,18,5,5,2,5,0,2,0,0,0,,,,,-1,-1
com.meitu.wink,google_play,12,5,7,1,6,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.memrise.android.memrisecompanion,google_play,13,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.meowsbox.btgps,google_play,11,2,4,0,4,0,0,0,0,0,,,,,-1,-1
com.metime.in,google_play,7,6,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.mhossain.beautymirror,google_play,7,3,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.microsoft.amp.apps.bingnews,google_play,22,14,7,3,6,1,2,0,1,0,['GET_TASKS'],,['CAMERA'],,-1,-1
com.microsoft.whiteboard.publicpreview,google_play,4,3,3,0,2,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.mirror.lightmirror.mirrorapp,google_play,9,3,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.mirrorfiction.mirrorfiction,google_play,6,2,3,0,3,0,0,0,0,0,,,,,-1,-1
com.ms.office365admin,google_play,10,5,3,0,2,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.mt.mtxx.mtxx,google_play,22,8,5,0,5,0,0,0,0,0,,,,,-1,-1
com.myfitnesspal.android,google_play,12,6,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.n51951dd8177.app,google_play,10,5,4,1,4,0,0,0,1,0,,,['CAMERA'],,-1,-1
com.nanonino.tonto,google_play,6,5,2,0,2,0,0,0,0,0,,,,,-1,-1
com.nb.filmhall,google_play,8,2,4,1,3,1,0,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
com.netigen.bestmirror,google_play,9,3,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.nighp.babytracker_android,google_play,12,3,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.nike.omega,google_play,22,6,5,1,5,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.nineyi.shop.s001327,google_play,8,4,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.nineyi.shop.s002320,google_play,8,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.nineyi.shop.s040127,google_play,8,4,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.nineyi.shop.s040962,google_play,8,2,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.northstar.gratitude,google_play,10,3,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.obreey.reader,google_play,12,3,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.one.goodnight,google_play,11,6,8,0,7,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.originmood.hw,google_play,9,2,4,1,4,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.otherweb,google_play,11,3,4,0,4,0,0,0,0,0,,,,,-1,-1
com.panda.planning.factory,google_play,10,2,3,1,3,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.pilav.kismet,google_play,11,4,7,1,6,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.plantparentai.app,google_play,10,4,4,3,3,1,2,1,0,0,['GET_TASKS'],['ACCESS_FINE_LOCATION'],,,-1,-1
com.powerful.clean.booster,google_play,16,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.ppgm.wisdom_en_ch_dict,google_play,6,0,2,0,2,0,0,0,0,0,,,,,-1,-1
com.practice.ielts.listening.test,google_play,8,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.probadosoft.moonphasecalendar,google_play,9,3,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.runtastic.android.outputs.lite,google_play,12,5,3,0,3,0,0,0,0,0,,,,,-1,-1
com.sampleapp,google_play,12,7,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.schezzy.app,google_play,8,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.selfcare.diary.mood.tracker.moodpress,google_play,11,3,3,1,3,0,0,0,1,0,,,['CAMERA'],,-1,-1
com.shopee.tw,google_play,18,9,10,5,9,1,1,0,1,3,['GET_TASKS'],,['ACCESS_COARSE_LOCATION'],"['READ_PHONE_STATE', 'READ_SMS', 'READ_PHONE_NUMBERS']",-1,-1
com.shuyou.book,google_play,13,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.sidechef.sidechef,google_play,13,1,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.sillens.shapeupclub,google_play,12,1,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.siren.singtoearn,google_play,14,8,7,1,6,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.sleet.beautyplastic,google_play,11,6,4,0,4,0,0,0,0,0,,,,,-1,-1
com.smart.master.super,google_play,17,6,7,0,7,0,0,0,0,0,,,,,-1,-1
com.songs.bubble.player,google_play,10,2,4,0,4,0,0,0,0,0,,,,,-1,-1
com.stashbox.stashcook,google_play,8,4,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.strawberrynetNew.android,google_play,10,6,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.suiyuexiaoshuo,google_play,14,4,6,0,6,0,0,0,0,0,,,,,-1,-1
com.taiwanmobile.myVideo,google_play,17,2,5,0,5,0,0,0,0,0,,,,,-1,-1
com.taobao.taobao,google_play,24,10,8,0,8,0,0,0,0,0,,,,,-1,-1
com.tellmewow.focus,google_play,7,0,3,0,3,0,0,0,0,0,,,,,-1,-1
com.thehutgroup.ecommerce.lookfantastic,google_play,12,4,7,0,7,0,0,0,0,0,,,,,-1,-1
com.tiancheng.books,google_play,9,3,5,1,4,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.topiskinco.topiskin,google_play,12,6,2,0,2,0,0,0,0,0,,,,,-1,-1
com.transtaiwan.railwayapp,google_play,9,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.tudorspan.recipekeeper,google_play,4,2,2,0,2,0,0,0,0,0,,,,,-1,-1
com.tw.evoasis.cpms.app,google_play,12,5,5,2,5,0,2,0,0,0,,,,,-1,-1
