09-02 15:12:08.591   559   559 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasHDRDisplay retrieved: 0

09-02 15:12:08.591  5770  5770 I LSPosed-Bridge: 5770 PermLabel 10134 permission_group_mapping =android.permission.READ_PHONE_STATE Telephone

09-02 15:12:08.623  5770  5770 W System.err: android.content.pm.PackageManager$NameNotFoundException: android.permission.QUERY_ALL_PACKAGES

09-02 15:12:08.623  5770  5770 W System.err: 	at android.app.ApplicationPackageManager.getPermissionInfo(ApplicationPackageManager.java:315)

09-02 15:12:08.623  5770  5770 W System.err: 	at com.example.permlabel.requestPerm.handleLoadPackage(requestPerm.java:90)

09-02 15:12:08.623  5770  5770 W System.err: 	at de.robv.android.xposed.IXposedHookLoadPackage$Wrapper.handleLoadPackage(Unknown Source:2)

09-02 15:12:08.623  5770  5770 W System.err: 	at de.robv.android.xposed.callbacks.XC_LoadPackage.call(Unknown Source:6)

09-02 15:12:08.623  5770  5770 W System.err: 	at de.robv.android.xposed.callbacks.XCallback.callAll(Unknown Source:26)

09-02 15:12:08.623  5770  5770 W System.err: 	at I.afterHookedMethod(Unknown Source:1)

09-02 15:12:08.623  5770  5770 W System.err: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

09-02 15:12:08.623  5770  5770 W System.err: 	at LSPHooker_.getClassLoader(Unknown Source:8)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.app.LoadedApk.getResources(LoadedApk.java:1032)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.app.ContextImpl.createAppContext(ContextImpl.java:2345)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:5759)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.app.ActivityThread.access$1100(ActivityThread.java:200)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1651)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.os.Looper.loop(Looper.java:193)

09-02 15:12:08.623  5770  5770 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6692)

09-02 15:12:08.623  5770  5770 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)

09-02 15:12:08.623  5770  5770 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)

09-02 15:12:08.623  5770  5770 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)

