08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 5709 PermLabel getRunningAppProcesses =android.app.ActivityManager$RunningAppProcessInfo@239e1f5

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 5709 PermLabel getRunningAppProcesses processName: com.babycloud.hanju pid: 5709

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 5709 PermLabel getRunningAppProcesses importance: 100 pid: 5709

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 5709 PermLabel getRunningAppProcesses packageName com.babycloud.hanju at index 0 in process 5709

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 5709 PermLabel permName: android.permission.READ_PHONE_STATE; getRunningAppProcesses =[android.app.ActivityManager$RunningAppProcessInfo@239e1f5]; stacktrace=java.lang.Exception

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at com.example.permlabel.hookBinder_test$2.afterHookedMethod(hookBinder_test.java:107)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at LSPHooker_.getRunningAppProcesses(Unknown Source:8)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at com.tencent.bugly.crashreport.biz.b.b(BUGLY:6)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at com.tencent.bugly.crashreport.biz.b.c(BUGLY:6)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at com.tencent.bugly.crashreport.biz.b.a(BUGLY:8)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at com.tencent.bugly.b.a(BUGLY:60)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at com.tencent.bugly.crashreport.CrashReport.initCrashReport(BUGLY:10)

08-06 10:34:26.820  5709  5709 I LSPosed-Bridge: 	at com.babycloud.hanju.app.MyApplication.k(MyApplication.java:5)

